kanji;strokes;grade;freq;jlpt_old;jlpt_new;meanings;readings_on;readings_kun;wk_level;wk_meanings;wk_readings_on;wk_readings_kun;wk_radicals;fr_meanings
薪;16;8.0;2182.0;1.0;1.0;[Fuel, Firewood, Kindling];[しん];[たきぎ, まき];;[Fuel, Firewood, Kindling];[しん];[たきぎ, まき];;bois de chauffage, fagot
堆;11;8.0;2184.0;;;[Piled High];[たい, つい];[うずたか.い];;[Piled High];[たい, つい];[うずたか.い];;tas, pile
狐;9;;2185.0;;;[Fox];[こ];[きつね];60;[Fox];[こ];[きつね];[Animal, Melon];renard
褐;13;8.0;2186.0;1.0;1.0;[Brown, Woollen Kimono];[かつ];[];;[Brown, Woollen Kimono];[かつ];[];;habit de laine, ouaté, brun
賜;15;8.0;2190.0;1.0;1.0;[Grant, Gift, Boon, Results];[し];[たまわ.る, たま.う, たも.う];;[Grant, Gift, Boon, Results];[し];[たまわ.る, たま.う, たも.う];;recevoir, gratifier, accorder, donner
繕;18;8.0;2195.0;1.0;1.0;[Darning, Repair, Mend, Trim, Tidy Up, Adjust];[ぜん];[つくろ.う];;[Darning, Repair, Mend, Trim, Tidy Up, Adjust];[ぜん];[つくろ.う];;réparer, racommoder
栓;10;8.0;2199.0;1.0;1.0;[Plug, Bolt, Cork, Bung, Stopper];[せん];[];55;[Cork, Plug];[せん];[];[Tree, Hat, King];bouchon, prise, cale
蜜;14;8.0;2203.0;;;[Honey, Nectar, Molasses];[みつ, びつ];[];41;[Honey];[みつ];[];[Roof, Certain, Insect];miel, molasse, nectar
凹;5;8.0;2206.0;1.0;1.0;[Concave, Hollow, Sunken];[おう];[くぼ.む, へこ.む, ぼこ];57;[Concave, Hollow];[おう];[くぼ, へこ, ぼこ];[Concave];concave, creux
伺;7;8.0;2209.0;2.0;2.0;[Pay Respects, Visit, Ask, Inquire, Question, Implore];[し];[うかが.う];41;[Pay Respects];[し];[うかが];[Leader, Director];rendre visite, écouter, demander
股;8;8.0;2212.0;;;[Thigh, Crotch];[こ];[また, もも];;[Thigh, Crotch];[こ];[また, もも];;entrejambe, cuisse
匂;4;8.0;2213.0;;;[Fragrant, Stink, Glow, Insinuate, (kokuji)];[];[にお.う, にお.い, にお.わせる];;[Fragrant, Stink, Glow, Insinuate, (kokuji)];[];[にお.う, にお.い, にお.わせる];;odeur, senteur, parfum, relent, puanteur
蔦;14;9.0;2215.0;1.0;1.0;[Vine, Ivy];[ちょう];[つた];;[Vine, Ivy];[ちょう];[つた];;liane, lierre
玩;8;8.0;2216.0;;;[Play, Take Pleasure In, Trifle With, Make Sport Of];[がん];[もちあそ.ぶ, もてあそ.ぶ];;[Play, Take Pleasure In, Trifle With, Make Sport Of];[がん];[もちあそ.ぶ, もてあそ.ぶ];;jouet
梯;11;9.0;2218.0;;;[Ladder, Stairs, Insatiable Drinking];[てい, たい];[はしご];;[Ladder, Stairs, Insatiable Drinking];[てい, たい];[はしご];;échelle, escaliers boire insatiablement
錬;16;8.0;2221.0;1.0;1.0;[Tempering, Refine, Drill, Train, Polish];[れん];[ね.る];46;[Tempering];[れん];[ね];[Gold, East];forger, tremper, raffiner, améliorer, entrainer, perfectionner
蜂;13;8.0;2223.0;;;[Bee, Wasp, Hornet];[ほう];[はち];41;[Bee];[ほう];[はち];[Insect, Signpost];abeille, guêpe, frelon
斥;5;8.0;2231.0;1.0;1.0;[Reject, Retreat, Recede, Withdraw, Repel, Repulse];[せき];[しりぞ.ける];;[Reject, Retreat, Recede, Withdraw, Repel, Repulse];[せき];[しりぞ.ける];;rejeter, repousser, écarter, épier
嘘;14;;2235.0;;;[Lie, Falsehood];[きょ, こ];[うそ, ふ.く];;[Lie, Falsehood];[きょ, こ];[うそ, ふ.く];;propos faux, mensonge
雛;18;9.0;2241.0;1.0;1.0;[Chick, Squab, Duckling, Doll];[すう, す, じゅ];[ひな, ひよこ];;[Chick, Squab, Duckling, Doll];[すう, す, じゅ];[ひな, ひよこ];;poussin, pigeonneau
椅;12;8.0;2245.0;;;[Chair];[い];[];46;[Chair];[い];[];[Tree, Odd];chaise
叱;5;8.0;2255.0;;;[Scold, Reprove];[しつ, しち];[しか.る];44;[Scold];[];[しか];[Mouth, Seven];gronder, réprimander
挨;10;8.0;2258.0;;;[Approach, Draw Near, Push Open];[あい];[ひら.く];;[Approach, Draw Near, Push Open];[あい];[ひら.く];;saluer, salutation ouvrir
憧;15;8.0;2259.0;1.0;1.0;[Yearn After, Long For, Aspire To, Admire, Adore];[しょう, とう, どう];[あこが.れる];59;[Long For, Yearn];[しょう, とう, どう];[あこが];[Soul, Stand, Village];admiration, aspiration aspirer à, rêver de
宵;10;8.0;2262.0;1.0;1.0;[Wee Hours, Evening, Early Night];[しょう];[よい];;[Wee Hours, Evening, Early Night];[しょう];[よい];;soir, soirée
妄;6;8.0;2264.0;1.0;1.0;[Delusion, Unnecessarily, Without Authority, Reckless];[もう, ぼう];[みだ.りに];60;[Reckless];[もう, ぼう];[みだ];[Death, Woman];sans ordre, sans raison, imaginaire
蚕;10;6.0;2272.0;1.0;1.0;[Silkworm];[さん, てん];[かいこ, こ];;[Silkworm];[さん, てん];[かいこ, こ];;ver à soie
壕;17;9.0;2273.0;;;[Trench, Dugout, Air Raid Shelter];[こう, ごう];[ほり];;[Trench, Dugout, Air Raid Shelter];[こう, ごう];[ほり];;tranchée, abri antiaérien
嬉;15;9.0;2274.0;1.0;1.0;[Glad, Pleased, Rejoice];[き];[うれ.しい, たの.しむ];;[Glad, Pleased, Rejoice];[き];[うれ.しい, たの.しむ];;jouir, divertir, amuser
餌;14;8.0;2277.0;;;[Food, Bait, Prey, Tempting Profit];[じ, に];[え, えば, えさ, もち];;[Food, Bait, Prey, Tempting Profit];[じ, に];[え, えば, えさ, もち];;nourriture, appât, proie
肢;8;8.0;2289.0;1.0;1.0;[Limb, Arms & Legs];[し];[];;[Limb, Arms & Legs];[し];[];;membres, bras et jambes
彗;11;9.0;2294.0;1.0;1.0;[Comet];[すい, え, けい, せい];[ほうき];;[Comet];[すい, え, けい, せい];[ほうき];;comète
脊;10;8.0;2299.0;;;[Stature, Height];[せき];[せ, せい];55;[Stature, Height];[せき];[せ, せい];[Two, Person, Moon];stature, taille
叶;5;9.0;2312.0;1.0;1.0;[Grant, Answer];[きょう];[かな.える, かな.う];;[Grant, Answer];[きょう];[かな.える, かな.う];;exaucer, remplir, satisfaire, réaliser
凄;10;8.0;2313.0;;;[Uncanny, Weird, Threatening, Horrible];[せい, さい];[さむ.い, すご.い, すさ.まじい];;[Uncanny, Weird, Threatening, Horrible];[せい, さい];[さむ.い, すご.い, すさ.まじい];;terrible, horrible
嫉;13;8.0;2317.0;;;[Jealous, Envy];[しつ];[そね.む, ねた.む, にく.む];;[Jealous, Envy];[しつ];[そね.む, ねた.む, にく.む];;jalousie, envie
膝;15;8.0;2320.0;;;[Knee, Lap];[しつ];[ひざ];;[Knee, Lap];[しつ];[ひざ];;genou
畝;10;8.0;2327.0;1.0;1.0;[Furrow, Thirty Tsubo, Ridge, Rib];[ぼう, ほ, も, む];[せ, うね];;[Furrow, Thirty Tsubo, Ridge, Rib];[ぼう, ほ, も, む];[せ, うね];;unité de surface d'environ 1 are talus de terre, sillon, crête
麺;16;8.0;2331.0;;;[Noodles, Wheat Flour];[めん, べん];[むぎこ];;[Noodles, Wheat Flour];[めん, べん];[むぎこ];;nouilles
戴;17;8.0;2332.0;;;[Be Crowned With, Live Under (a Ruler), Receive];[たい];[いただ.く];53;[Receive];[たい];[いただ];[Cross, Drunkard, Rice Paddy, Together];porter sur la tête
爽;11;8.0;2333.0;1.0;1.0;[Refreshing, Bracing, Resonant, Sweet, Clear];[そう];[あき.らか, さわ.やか, たがう];47;[Refreshing];[そう];[さわ];[Big, Treasure];frais, tonifiant
惰;12;8.0;2336.0;1.0;1.0;[Lazy, Laziness];[だ];[];52;[Lazy];[だ];[];[Soul, Narwhal, Construction, Moon];paresse, relâchement, négligeance
鍼;17;;2338.0;;;[Needle];[しん];[はり, さ.す];;[Needle];[しん];[はり, さ.す];;aiguille d'acuponcture
蛮;12;8.0;2339.0;1.0;1.0;[Barbarian];[ばん];[えびす];60;[Barbarian];[ばん];[えびす];[Red, Insect];barbare, primitif
壱;7;8.0;2351.0;1.0;1.0;[One (in Documents)];[いち, いつ];[ひとつ];;[One (in Documents)];[いち, いつ];[ひとつ];;chiffre 1 sur les documents officiels
麓;19;8.0;2366.0;;;[Foot Of A Mountain];[ろく];[ふもと];;[Foot Of A Mountain];[ろく];[ふもと];;base, pied, socle
鯉;18;9.0;2369.0;1.0;1.0;[Carp];[り];[こい];53;[Carp, Koi];[り];[こい];[Fish, Village];carpe
弧;9;8.0;2371.0;1.0;1.0;[Arc, Arch, Bow];[こ];[];42;[Arc];[こ];[];[Bow, Melon];arc, courbe
稽;16;8.0;2372.0;;;[Think, Consider];[けい];[かんが.える, とど.める];;[Think, Consider];[けい];[かんが.える, とど.める];;comparaison, réflexion
遥;12;9.0;2376.0;1.0;1.0;[Far Off, Distant, Long Ago];[よう];[はる.か];56;[Far Off, Far Away];[よう];[はる];[Scooter, Satellite];lointain
蹴;19;8.0;2377.0;;;[Kick];[しゅく, しゅう];[け.る];;[Kick];[しゅく, しゅう];[け.る];;frapper, donner un coup
剥;10;8.0;2383.0;;;[Come Off, Peel, Fade, Discolor];[はく, ほく];[へ.ぐ, へず.る, む.く, む.ける, は.がれる, は.ぐ, は.げる, は.がす];;[Come Off, Peel, Fade, Discolor];[はく, ほく];[へ.ぐ, へず.る, む.く, む.ける, は.がれる, は.ぐ, は.げる, は.がす];;éplucher, peler se détacher, passer
杖;7;9.0;2387.0;;;[Staff, Cane];[じょう];[つえ];;[Staff, Cane];[じょう];[つえ];;bâton, cane
蓋;13;8.0;2388.0;;;[Cover, Lid, Flap];[がい, かい, こう];[ふた, けだ.し, おお.う, かさ, かこう];;[Cover, Lid, Flap];[がい, かい, こう];[ふた, けだ.し, おお.う, かさ, かこう];;couvercle
畏;9;8.0;2389.0;;;[Fear, Majestic, Graciously, Be Apprehensive];[い];[おそ.れる, かしこま.る, かしこ, かしこ.し];;[Fear, Majestic, Graciously, Be Apprehensive];[い];[おそ.れる, かしこま.る, かしこ, かしこ.し];;respecter, craindre accepter, obéïr
喉;12;8.0;2390.0;;;[Throat, Voice];[こう];[のど];;[Throat, Voice];[こう];[のど];;gorge
噛;15;;2399.0;;;[Chew, Bite, Gnaw];[こう, ごう];[か.む, か.じる];;[Chew, Bite, Gnaw];[こう, ごう];[か.む, か.じる];;mâcher, mordre, rogner
溢;13;9.0;2405.0;;;[Overflow, Inundate, Spill];[いつ];[こぼ.れる, あふ.れる, み.ちる];;[Overflow, Inundate, Spill];[いつ];[こぼ.れる, あふ.れる, み.ちる];;inonder, déborder, répandre
揃;12;9.0;2412.0;;;[Be Complete, Uniform, All Present];[せん];[そろ.える, そろ.う, そろ.い, き.る];;[Be Complete, Uniform, All Present];[せん];[そろ.える, そろ.う, そろ.い, き.る];;être complet / uniforme / tous présents
綺;14;9.0;2413.0;1.0;1.0;[Figured Cloth, Beautiful];[き];[あや];28;[Beautiful];[き];[];[Thread, Odd];beau sergé
芋;6;8.0;2418.0;1.0;1.0;[Potato];[う];[いも];34;[Potato];[];[いも];[Flowers, Dry];patate, igname, tubercule
拭;9;8.0;2421.0;;;[Wipe, Mop, Swab];[しょく, しき];[ぬぐ.う, ふ.く];;[Wipe, Mop, Swab];[しょく, しき];[ぬぐ.う, ふ.く];;essuyer
凌;10;9.0;2423.0;1.0;1.0;[Endure, Keep (rain)out, Stave Off, Tide Over, Defy, Slight, Surpass];[りょう];[しの.ぐ];58;[Endure];[りょう];[しの];[Ice, Frostbite];endurer défier, surpasser
頬;15;;2424.0;;;[Cheeks, Jaw];[きょう];[ほお, ほほ];;[Cheeks, Jaw];[きょう];[ほお, ほほ];;joue
婆;11;8.0;2435.0;1.0;1.0;[Old Woman, Grandma, Wet Nurse];[ば];[ばば, ばあ];47;[Old Woman];[ば];[ばあ];[Wave, Woman];vieille femme, nourrice
貼;12;8.0;2444.0;;;[Stick, Paste, Apply];[てん, ちょう];[は.る, つ.く];48;[Paste];[ちょう];[は];[Shellfish, Fortune];appliquer, coller
喘;12;;2449.0;;;[Pant, Gasp, Breathe Hard];[ぜん, せん];[あえ.ぐ, せき];;[Pant, Gasp, Breathe Hard];[ぜん, せん];[あえ.ぐ, せき];;haleter, respirer difficilement
溜;13;9.0;2451.0;;;[Collect, Gather, Be In Arrears];[りゅう];[た.まる, たま.る, た.める, したた.る, たまり, ため];;[Collect, Gather, Be In Arrears];[りゅう];[た.まる, たま.る, た.める, したた.る, たまり, ため];;accumuler, collectionner
倣;10;8.0;2454.0;1.0;1.0;[Emulate, Imitate];[ほう];[なら.う];;[Emulate, Imitate];[ほう];[なら.う];;émuler, imiter, copier, suivre les pas de
諦;16;8.0;2457.0;;;[Truth, Clarity, Abandon, Give Up];[てい, たい];[あきら.める, つまびらか, まこと];;[Truth, Clarity, Abandon, Give Up];[てい, たい];[あきら.める, つまびらか, まこと];;abandonner, renoncer
煎;13;8.0;2458.0;;;[Broil, Parch, Roast, Boil];[せん];[せん.じる, い.る, に.る];;[Broil, Parch, Roast, Boil];[せん];[せん.じる, い.る, に.る];;griller
哺;10;8.0;2461.0;;;[Nurse, Suckle];[ほ];[はぐく.む, ふく.む];54;[Nurse, Suckle];[ほ];[ほぐく, ふく];[Mouth, Wedding];allaiter, nourrir
罵;15;8.0;2467.0;;;[Abuse, Insult];[ば];[ののし.る];;[Abuse, Insult];[ば];[ののし.る];;abus, sévices insulter, injurier
蹄;16;9.0;2469.0;;;[Hoof];[てい];[ひづめ];;[Hoof];[てい];[ひづめ];;sabot d'un animal
鮭;17;;2477.0;;;[Salmon];[かい, けい];[さけ, しゃけ, ふぐ];;[Salmon];[かい, けい];[さけ, しゃけ, ふぐ];;saumon
乞;3;8.0;2478.0;;;[Beg, Invite, Ask];[こつ, きつ, き, きけ, こち];[こ.う];;[Beg, Invite, Ask];[こつ, きつ, き, きけ, こち];[こ.う];;prier de, implorer
倹;10;8.0;2479.0;1.0;1.0;[Frugal, Economy, Thrifty];[けん];[つま.しい, つづまやか];60;[Thrifty, Frugal];[けん];[つづまやか, つま];[Leader, Squid];économie, parcimonie, modestie
嗅;13;8.0;2480.0;;;[Smell, Sniff, Scent];[きゅう];[か.ぐ];;[Smell, Sniff, Scent];[きゅう];[か.ぐ];;odeur
蔑;14;8.0;2483.0;;;[Ignore, Despise, Neglect, Ridicule];[べつ];[ないがしろ, なみ.する, くらい, さげす.む];59;[Scorn, Neglect];[べつ];[さげす];[Flowers, Net, Drunkard, Slide, Drop];mépriser, ridiculiser
惚;11;9.0;2486.0;;;[Fall In Love With, Admire, Grow Senile];[こつ];[ほけ.る, ぼ.ける, ほ.れる];;[Fall In Love With, Admire, Grow Senile];[こつ];[ほけ.る, ぼ.ける, ほ.れる];;tomber amoureux, admirer devenir sénile
繭;18;8.0;2495.0;1.0;1.0;[Cocoon];[けん];[まゆ, きぬ];;[Cocoon];[けん];[まゆ, きぬ];;cocon
釘;10;9.0;2496.0;;;[Nail, Tack, Peg];[てい, ちょう];[くぎ];;[Nail, Tack, Peg];[てい, ちょう];[くぎ];;clou, punaise
伎;6;8.0;;1.0;1.0;[Deed, Skill];[ぎ, き];[わざ, わざおぎ];36;[Deed];[き];[わざ];[Leader, Branch];technique
賂;13;8.0;;;;[Bribe];[ろ];[まいな.い, まいな.う];38;[Bribe];[ろ];[];[Shellfish, Kiss];soudoyer
遜;13;8.0;;;;[Humble, Modest];[そん];[したが.う, へりくだ.る, ゆず.る];41;[Humble];[そん];[したが];[Scooter, Child, Lineage];modestie, humilité faire preuve de modestie
崖;11;8.0;;;;[Cliff, Bluff, Precipice];[がい, げ, ぎ];[がけ, きし, はて];47;[Cliff];[がい];[がけ];[Mountain, Cliff, Dirt];falaise, précipice
隙;13;8.0;;;;[Crevice, Fissure, Discord, Opportunity, Leisure];[げき, きゃく, けき];[すき, す.く, す.かす, ひま];48;[Crevice];[げき];[すき];[Building, Small, Sun];temps, espace
巾;3;8.0;;;;[Towel, Hanging Scroll, Width, Cloth Radical (no. 50)];[きん, ふく];[おお.い, ちきり, きれ];47;[Towel];[きん];[];[Towel];pièce de tissu, serviette
鬱;29;8.0;;;;[Gloom, Depression, Melancholy, Luxuriant];[うつ];[うっ.する, ふさ.ぐ, しげ.る];50;[Gloom];[うつ];[];[Tree, Can, Psychopath];dépression, mélancolie
傲;13;8.0;;;;[Be Proud];[ごう];[おご.る, あなど.る];54;[Proud];[ごう];[あなど, おご];[Leader, Dirt, Direction, Winter];hautain, fier
旦;5;8.0;;1.0;1.0;[Daybreak, Dawn, Morning];[たん, だん];[あき.らか, あきら, ただし, あさ, あした];55;[Dawn];[たん, だん];[あきら, あき, あさ, あした, ただし];[Dawn];aube, matin
汰;7;8.0;;1.0;1.0;[Washing, Sieving, Filtering, Weeding Out, Luxury];[た, たい];[おご.る, にご.る, よな.げる];59;[Select];[た, たい];[おご, にご, よな];[Tsunami, Fat];nettoyer, lessiver
宛;8;8.0;;;;[Address, Just Like, Fortunately];[えん];[あ.てる, -あて, -づつ, あたか.も];;[Address, Just Like, Fortunately];[えん];[あ.てる, -あて, -づつ, あたか.も];;adresse postale, comme si, heureusement
萎;11;8.0;;;;[Wither, Droop, Lame];[い];[な, しお.れる, しな.びる, しぼ.む, な.える];;[Wither, Droop, Lame];[い];[な, しお.れる, しな.びる, しぼ.む, な.える];;se faner, paralyser, fléchir, dépérir
臆;17;8.0;;;;[Timidity, Heart, Mind, Fear, Cowardly];[おく, よく];[むね, おくする];;[Timidity, Heart, Mind, Fear, Cowardly];[おく, よく];[むね, おくする];;timidité, hésitation, peur
箇;14;8.0;;1.0;1.0;[Counter For Articles];[か, こ];[];;[Counter For Articles];[か, こ];[];;pour compter les objets inanimés
苛;8;8.0;;;;[Torment, Scold, Chastise];[か];[いじ.める, さいな.む, いらだ.つ, からい, こまかい];;[Torment, Scold, Chastise];[か];[いじ.める, さいな.む, いらだ.つ, からい, こまかい];;tourmenter, embêter, persécuter
骸;16;8.0;;;;[Bone, Body, Corpse];[がい, かい];[むくろ];;[Bone, Body, Corpse];[がい, かい];[むくろ];;squelette, corps
顎;18;8.0;;;;[Jaw, Chin, Gill];[がく];[あご, あぎと];;[Jaw, Chin, Gill];[がく];[あご, あぎと];;mâchoire, menton
姦;9;;;;;[Wicked, Mischief, Seduce, Rape, Noisy];[かん, けん];[かん.する, かしま.しい, みだら];;[Wicked, Mischief, Seduce, Rape, Noisy];[かん, けん];[かん.する, かしま.しい, みだら];;débauche, maîtresse, bruyant
僅;12;8.0;;;;[A Wee Bit];[きん, ごん];[わず.か];;[A Wee Bit];[きん, ごん];[わず.か];;un petit peu
窟;13;8.0;;;;[Cavern];[くつ, こつ];[いわや, いはや, あな];;[Cavern];[くつ, こつ];[いわや, いはや, あな];;grotte
垢;9;;;;;[Dirt, Grime, Earwax];[こう, く];[あか, はじ];;[Dirt, Grime, Earwax];[こう, く];[あか, はじ];;crasse
塞;13;8.0;;;;[Close, Shut, Cover, Block, Obstruct];[そく, さい];[ふさ.ぐ, とりで, み.ちる];;[Close, Shut, Cover, Block, Obstruct];[そく, さい];[ふさ.ぐ, とりで, み.ちる];;bloquer, obstruer
采;8;8.0;;1.0;1.0;[Dice, Form, Appearance, Take, Gather, Coloring];[さい];[と.る, いろどり];;[Dice, Form, Appearance, Take, Gather, Coloring];[さい];[と.る, いろどり];;apparence, forme
柵;9;8.0;;;;[Stockade, Fence, Weir, Entwine Around];[さく, さん];[しがら.む, しがらみ, とりで, やらい];;[Stockade, Fence, Weir, Entwine Around];[さく, さん];[しがら.む, しがらみ, とりで, やらい];;barrière, grille
拶;9;8.0;;;;[Be Imminent, Draw Close];[さつ];[せま.る];;[Be Imminent, Draw Close];[さつ];[せま.る];;être proche, être imminent
醒;16;8.0;;;;[Awake, Be Disillusioned, Sober Up];[せい];[さ.ます, さ.める];;[Awake, Be Disillusioned, Sober Up];[せい];[さ.ます, さ.める];;éveil, sobriété
戚;11;8.0;;;;[Grieve, Relatives];[そく, せき];[いた.む, うれ.える, みうち];;[Grieve, Relatives];[そく, せき];[いた.む, うれ.える, みうち];;relations
羨;13;8.0;;;;[Envious, Be Jealous, Covet];[せん, えん];[うらや.む, あまり];;[Envious, Be Jealous, Covet];[せん, えん];[うらや.む, あまり];;envier, enviable
腺;13;8.0;;;;[Gland];[せん];[];;[Gland];[せん];[];;glande
遡;13;8.0;;;;[Go Upstream, Retrace The Past];[そ, さく];[さかのぼ.る];;[Go Upstream, Retrace The Past];[そ, さく];[さかのぼ.る];;remonter à, revenir à
痩;12;8.0;;;;[Get Thin];[そう, ちゅう, しゅう, しゅ];[や.せる];;[Get Thin];[そう, ちゅう, しゅう, しゅ];[や.せる];;maigrir
潰;15;8.0;;;;[Crush, Smash, Break, Dissipate];[かい, え];[つぶ.す, つぶ.れる, つい.える];;[Crush, Smash, Break, Dissipate];[かい, え];[つぶ.す, つぶ.れる, つい.える];;écraser
溺;13;8.0;;;;[Drown, Indulge];[でき, じょう, にょう];[いばり, おぼ.れる];;[Drown, Indulge];[でき, じょう, にょう];[いばり, おぼ.れる];;s'adonner, se noyer
妬;8;8.0;;;;[Jealous, Envy];[と, つ];[ねた.む, そね.む, つも.る, ふさ.ぐ];;[Jealous, Envy];[と, つ];[ねた.む, そね.む, つも.る, ふさ.ぐ];;être jaloux, être envieux
頓;13;8.0;;;;[Suddenly, Immediately, In A Hurry, Arrange, Stay In Place, Bow, Kowtow];[とん, とつ];[にわか.に, とん.と, つまず.く, とみ.に, ぬかずく];;[Suddenly, Immediately, In A Hurry, Arrange, Stay In Place, Bow, Kowtow];[とん, とつ];[にわか.に, とん.と, つまず.く, とみ.に, ぬかずく];;immédiatement, soudainement
弐;6;8.0;;1.0;1.0;[Ii, Two, Second];[に, じ];[ふた.つ, そえ];;[Ii, Two, Second];[に, じ];[ふた.つ, そえ];;deux (dans les documents officiels)
賑;14;9.0;;;;[Flourish, Be Bustling, Prosperity];[しん];[にぎ.わい, にぎ.やか, にぎ.わす, にぎ.わう];;[Flourish, Be Bustling, Prosperity];[しん];[にぎ.わい, にぎ.やか, にぎ.わす, にぎ.わう];;prospérer, être florissant
捻;11;8.0;;;;[Twirl, Twist, Play With];[ねん, じょう];[ね.じる, ねじ.る, ひね.くる, ひね.る];;[Twirl, Twist, Play With];[ねん, じょう];[ね.じる, ねじ.る, ひね.くる, ひね.る];;tordre, tortiller
氾;5;8.0;;;;[Spread Out, Wide];[はん];[ひろ.がる];;[Spread Out, Wide];[はん];[ひろ.がる];;débordement, dispersion
肘;7;8.0;;;;[Elbow, Arm];[ちゅう];[ひじ];;[Elbow, Arm];[ちゅう];[ひじ];;coude
勃;9;8.0;;;;[Suddenness, Rise];[ぼつ, ほつ];[おこ.る, にわかに];;[Suddenness, Rise];[ぼつ, ほつ];[おこ.る, にわかに];;soudaineté, hausse brusque
昧;9;8.0;;;;[Dark, Foolish];[まい, ばい];[くら.い, むさぼ.る];;[Dark, Foolish];[まい, ばい];[くら.い, むさぼ.る];;obscur, sombre, vague
耗;10;8.0;;1.0;1.0;[Decrease];[もう, こう];[];;[Decrease];[もう, こう];[];;diminuer, décroître
冶;7;8.0;;1.0;1.0;[Melting, Smelting];[や];[い.る];;[Melting, Smelting];[や];[い.る];;fusion
